name,state,district,category,lat,lng,image_url,image_attribution,source
Patpur Temple,West Bengal,Bankura,Temple,23.075016,87.337258,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Stone Temple,West Bengal,Barddhaman,Temple,23.718399,86.941116,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Group of Temples (12 nos. Temples),West Bengal,Barddhaman,,23.220417,88.364723,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Group of Temples (12 nos. Temples),West Bengal,Barddhaman,,23.220791,88.364311,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Group of Temples (12 nos. Temples),West Bengal,Barddhaman,,23.220522,88.365265,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Group of Temples (12 nos. Temples),West Bengal,Barddhaman,,23.221533,88.365028,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Group of temples known as Brindaban ChandraÃ¢â¬â¢s Math,West Bengal,Hugli,Temple,23.19713,88.440948,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Two Ancient Temple (Joined together),West Bengal,Barddhaman,Temple,23.159758,88.247147,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Minar,West Bengal,Hugli,,23.074089,88.284973,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Shrine and Mosque known as Dargah of Zafar Khan Gazi,West Bengal,Hugli,Monument / Tomb,22.979588,88.400703,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Hansesvari and Vasudeva Temples,West Bengal,Hugli,,22.964321,88.399811,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mosque & Tombs,West Bengal,Hugli,,22.960417,88.369797,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dutch Cemetery together with all tombs & monuments,West Bengal,Hugli,,22.890141,88.391792,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dutch Memorial monument of Susana Anna Maria,West Bengal,Hugli,,22.883499,88.380035,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dupleix Palace,West Bengal,Hugli,Palace / Haveli,22.856543,88.369194,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Danish Cemetery,West Bengal,Hugli,,22.752632,88.344795,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mound known as Bamanpukur Mound of Fort,West Bengal,Nadia,Fort,23.448578,88.403152,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Warren HastingÃ¢â¬â¢s House,West Bengal,24 Parganas (North),,22.722332,88.488037,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
ChandraketuÃ¢â¬â¢s Fort,West Bengal,24 Parganas (North),Fort,22.68115,88.68988,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Temple,West Bengal,Nadia,Temple,23.058468,88.516945,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rajpat Site,West Bengal,Koch Bihar,,26.15168,89.350555,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Ancient Temple, Bahulara",West Bengal,Bankura,Temple,23.166133,87.235239,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dalmadal Gun and the platform,West Bengal,Bankura,,23.063239,87.321006,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Saresvara Temple,West Bengal,Bankura,Temple,23.118986,87.347428,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A Mound and a Statue of Surya,West Bengal,Bankura,,22.95,86.75,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A Mound with a Jain Statue,West Bengal,Bankura,,22.95,86.75,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Image of Durga slaying Mahishasura under a tree,West Bengal,Bankura,,22.958333,86.741667,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Lal Masjid,Rajasthan,Alwar,,27.932983,76.864056,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Temple site represented by  mound,West Bengal,Bankura,Temple,22.958333,86.741667,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A Mound with an image of Nandi,West Bengal,Bankura,,22.950833,86.741667,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A Mound with Statues of Ganesh and Nandi,West Bengal,Bankura,,22.958333,86.741667,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rock Inscription of Chandra Varman,West Bengal,Bankura,,23.395235,86.993424,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Radha Damodar Temple,West Bengal,Bankura,Temple,23.200278,87.451047,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Brindaban Chandra Temple,West Bengal,Bankura,Temple,23.200162,87.455618,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rudresvara Temple,West Bengal,Barddhaman,Temple,23.515736,87.378808,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Tomb of Baharam Sakka, Sher Afghan and Nawab Qutbuddin",West Bengal,Barddhaman,Monument / Tomb,23.234697,87.852358,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jain Brick Temple known as Sat-Deul,West Bengal,Barddhaman,Temple,23.151308,88.043894,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Site,West Bengal,Barddhaman,,23.466667,87.316667,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Two Mounds,West Bengal,Birbhum,,24.442659,87.865095,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Temple of Dharmaraj,West Bengal,Birbhum,Temple,23.959666,87.369335,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mounds,West Bengal,Dakshin Dinajpur,,25.413317,88.530319,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dargah of Shah Ata,West Bengal,Dakshin Dinajpur,Monument / Tomb,25.401033,88.53145,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Alexander-Csoma de Koros,West Bengal,Darjiling,Monument / Tomb,27.052174,88.259612,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of General Llyod,West Bengal,Darjiling,Monument / Tomb,27.052381,88.259397,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sri Mayer Ghat,West Bengal,Haora,,22.63192,88.357479,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mounds,West Bengal,Hugli,,23.009267,88.261117,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mosque,West Bengal,Hugli,,23.074044,88.284603,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Koch Bihar Palace,West Bengal,Koch Bihar,Palace / Haveli,26.326908,89.438478,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bhita of Chand Sadagar,West Bengal,Maldah,,24.866472,88.142369,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Chamkatti Masjid,West Bengal,Maldah,,24.870253,88.135689,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Gunamant Mosque,West Bengal,Maldah,,24.851412,88.131228,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kotwali Darwaja,West Bengal,Maldah,,24.842478,88.141097,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Fath Khan,West Bengal,Maldah,Monument / Tomb,24.868945,88.131632,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Two Stone Pillars,West Bengal,Maldah,,24.909875,88.133334,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Two tombs in front of Tantipara Masjid,West Bengal,Maldah,,24.86065,88.137042,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tower of Nimasarai,West Bengal,Maldah,,25.039519,88.13105,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bhabanisvar Mandir,West Bengal,Murshidabad,Temple,24.251981,88.243186,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Nilkuthi Mound Mouza Chak, Chandpara",West Bengal,Murshidabad,,24.01895,88.192508,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Mirmadan,West Bengal,Murshidabad,Monument / Tomb,23.846883,88.231468,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mound known as Barkona Deul Mound,West Bengal,Murshidabad,,23.898594,87.997222,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Sujauddin,West Bengal,Murshidabad,Monument / Tomb,24.185642,88.264072,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jahan Kosha Gun,West Bengal,Murshidabad,,24.177543,88.293288,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tamluk Rajbati,West Bengal,Purba Medinipur,,22.297788,87.921318,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kurumbera Fort,West Bengal,West Medinipur,Fort,22.087567,87.255022,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
John PearceÃ¢â¬â¢s Tomb,West Bengal,West Medinipur,Monument / Tomb,22.410344,87.313667,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Mound known as Varahamihirer Dhipi,West Bengal,24 Parganas (North),,22.697497,88.688458,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Madan Mohan Temple,West Bengal,Bankura,Temple,23.080697,87.323597,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kotwali Darwaja,West Bengal,Maldah,,24.842588,88.141397,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Group of Temples (12 nos. Temples),West Bengal,Barddhaman,,23.225622,88.359172,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Site,Rajasthan,Alwar,,27.095797,76.287672,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Siva Temple,Rajasthan,Alwar,Temple,27.247292,76.351892,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Remains,Rajasthan,Alwar,,27.319277,76.436077,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Ganesh Temple, Ruins of Temples",Rajasthan,Baran,Temple,24.867908,76.672892,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Ruins and Structural Remains,Rajasthan,Baran,,25.038825,76.734094,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old Temple Statues and Inscriptions,Rajasthan,Baran,Temple,24.706989,76.541211,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Akbars Chhatri,Rajasthan,Bharatpur,,26.901943,77.289226,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Fort,Rajasthan,Bharatpur,Fort,26.884467,77.244897,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jahangirs Gateway,Rajasthan,Bharatpur,,26.908256,77.289375,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jhajri,Rajasthan,Bharatpur,,26.90128,77.288772,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Lodhis Minar,Rajasthan,Bharatpur,,26.90654,77.286167,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Saraj Sad-ul-lah,Rajasthan,Bharatpur,,26.903294,77.289628,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Usa Mandir,Rajasthan,Bharatpur,Temple,26.906231,77.285906,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Delhi Gate out side the fort,Rajasthan,Bharatpur,Fort,27.224122,77.492526,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fateh Burj near Anah Gate,Rajasthan,Bharatpur,,27.211685,77.482927,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Chowburja and Ashtadhatu gates,Rajasthan,Bharatpur,,27.218567,77.492939,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jawahar Burj and Ashtadhatu Gateway,Rajasthan,Bharatpur,,27.222941,77.494356,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Moat surrounding the fort wall,Rajasthan,Bharatpur,Fort,27.221806,77.491694,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Idgah,Rajasthan,Bharatpur,,26.919048,77.316691,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Islam Shahs gate,Rajasthan,Bharatpur,,26.9254,77.324033,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Deeg Bhawans,Rajasthan,Bharatpur,,27.472204,77.323856,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Looted Gun,Rajasthan,Bharatpur,,27.471403,77.328653,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Marble Jhoola,Rajasthan,Bharatpur,,27.472204,77.323856,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Chaurasi Khamba Temple,Rajasthan,Bharatpur,Temple,27.651133,77.265744,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Mound,Rajasthan,Bharatpur,,27.186933,77.493983,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Mound,Rajasthan,Bharatpur,,27.209781,77.547581,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Colossal Image of Yaksha,Rajasthan,Bharatpur,,27.213867,77.548069,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Lal Mahal,Rajasthan,Bharatpur,Palace / Haveli,26.992217,77.589408,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mahakal and two other temples,Rajasthan,Bhilwara,,25.156658,75.328019,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rock Inscription (12th century),Rajasthan,Bhilwara,,25.151116,75.338234,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rock Inscription Parasvanath Temple,Rajasthan,Bhilwara,Temple,25.150513,75.337545,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
